codigo,descricao,segmento
8640209,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,Serviços
8640210,Serviços de quimioterapia,Serviços
8640211,Serviços de radioterapia,Serviços
8640212,Serviços de hemoterapia,Serviços
8640213,Serviços de litotripcia,Serviços
8640214,Serviços de bancos de células e tecidos humanos,Financeiro
8640299,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,Saúde
8650001,Atividades de enfermagem,Outros
8650002,Atividades de profissionais da nutrição,Outros
8650003,Atividades de psicologia e psicanálise,Outros
8650004,Atividades de fisioterapia,Saúde
8650005,Atividades de terapia ocupacional,Saúde
8650006,Atividades de fonoaudiologia,Outros
8650007,Atividades de terapia de nutrição enteral e parenteral,Saúde
8650099,Atividades de profissionais da área de saúde não especificadas anteriormente,Saúde
8660700,Atividades de apoio à gestão de saúde,Serviços
8690901,Atividades de práticas integrativas e complementares em saúde humana,Saúde
8690902,Atividades de banco de leite humano,Financeiro
8690903,Atividades de acupuntura,Outros
8690904,Atividades de podologia,Outros
8690999,Outras atividades de atenção à saúde humana não especificadas anteriormente,Saúde
8711501,Clínicas e residências geriátricas,Saúde
8711502,Instituições de longa permanência para idosos,Outros
8711503,"Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes",Outros
8711504,Centros de apoio a pacientes com câncer e com AIDS,Serviços
8711505,Condomínios residenciais para idosos e deficientes físicos,Outros
8712300,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio,Serviços
8720401,Atividades de centros de assistência psicossocial,Outros
8720499,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não",Saúde
8730101,Orfanatos,Assistência Social
8730102,Albergues assistenciais,Turismo e Hotelaria
8730199,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,Outros
8800600,Serviços de assistência social sem alojamento,Serviços
8888888,Atividade Econônica não informada,Outros
9001901,Produção teatral,Outros
9001902,Produção musical,Entretenimento e Cultura
9001903,Produção de espetáculos de dança,Indústria
9001904,"Produção de espetáculos circenses, de marionetes e similares",Indústria
9001905,"Produção de espetáculos de rodeios, vaquejadas e similares",Indústria
9001906,Atividades de sonorização e de iluminação,Outros
9001999,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente",Entretenimento e Cultura
9002701,"Atividades de artistas plásticos, jornalistas independentes e escritores",Outros
9002702,Restauração de obras-de-arte,Construção
9003500,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",Serviços
9101500,Atividades de bibliotecas e arquivos,Outros
9102301,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,Mineração
9102302,Restauração e conservação de lugares e prédios históricos,Meio Ambiente e Reciclagem
9103100,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",Outros
9200301,Casas de bingo,Outros
9200302,Exploração de apostas em corridas de cavalos,Mineração
9200399,Exploração de jogos de azar e apostas não especificados anteriormente,Mineração
9311500,Gestão de instalações de esportes,Serviços
9312300,"Clubes sociais, esportivos e similares",Outros
9313100,Atividades de condicionamento físico,Outros
9319101,Produção e promoção de eventos esportivos,Entretenimento e Cultura
9319199,Outras atividades esportivas não especificadas anteriormente,Outros
9321200,Parques de diversão e parques temáticos,Outros
9329801,"Discotecas, danceterias, salões de dança e similares",Outros
9329802,Exploração de boliches,Mineração
9329803,"Exploração de jogos de sinuca, bilhar e similares",Mineração
9329804,Exploração de jogos eletrônicos recreativos,Mineração
9329899,Outras atividades de recreação e lazer não especificadas anteriormente,Entretenimento e Cultura
9411100,Atividades de organizações associativas patronais e empresariais,Outros
9412000,Atividades de organizações associativas profissionais,Outros
9412001,Atividades de fiscalização profissional,Outros
9412099,Outras atividades associativas profissionais,Outros
9420100,Atividades de organizações sindicais,Outros
9430800,Atividades de associações de defesa de direitos sociais,Administração Pública
9491000,Atividades de organizações religiosas ou filosóficas,Organizações e Associações
9492800,Atividades de organizações políticas,Outros
9493600,Atividades de organizações associativas ligadas à cultura e à arte,Outros
9499500,Atividades associativas não especificadas anteriormente,Outros
9511800,Reparação e manutenção de computadores e de equipamentos periféricos,Serviços
9512600,Reparação e manutenção de equipamentos de comunicação,Serviços
9521500,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,Serviços
9529101,"Reparação de calçados, bolsas e artigos de viagem",Serviços
9529102,Chaveiros,Outros
9529103,Reparação de relógios,Serviços
9529104,"Reparação de bicicletas, triciclos e outros veículos não-motorizados",Serviços
9529105,Reparação de artigos do mobiliário,Serviços
9529106,Reparação de jóias,Serviços
9529199,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,Serviços
9601701,Lavanderias,Outros
9601702,Tinturarias,Outros
9601703,Toalheiros,Outros
9602501,"Cabeleireiros, manicure e pedicure",Beleza e Estética
9602502,Atividades de estética e outros serviços de cuidados com a beleza,Beleza e Estética
9603301,Gestão e manutenção de cemitérios,Serviços
9603302,Serviços de cremação,Serviços
9603303,Serviços de sepultamento,Serviços
9603304,Serviços de funerárias,Serviços
9603305,Serviços de somatoconservação,Serviços
9603399,Atividades funerárias e serviços relacionados não especificados anteriormente,Serviços
9609201,Clinicas de estética e similares,Beleza e Estética
9609202,Agências matrimoniais,Comunicação e Marketing
9609203,"Alojamento, higiene e embelezamento de animais",Comércio
9609204,Exploração de máquinas de serviços pessoais acionadas por moeda,Mineração
9609205,Atividades de sauna e banhos,Outros
9609206,Serviços de tatuagem e colocação de piercing,Serviços
9609207,Alojamento de animais domésticos,Comércio
9609208,Higiene e embelezamento de animais domésticos,Outros
9609299,Outras atividades de serviços pessoais não especificadas anteriormente,Serviços
9700500,Serviços domésticos,Serviços
9900800,Organismos internacionais e outras instituições extraterritoriais,Outros
0111301,Cultivo de arroz,Agropecuária
0111302,Cultivo de milho,Agropecuária
0111303,Cultivo de trigo,Agropecuária
0111399,Cultivo de outros cereais no especificados anteriormente,Agropecuária
0112101,Cultivo de algodo herbceo,Agropecuária
0112102,Cultivo de juta,Agropecuária
0112199,Cultivo de outras fibras de lavoura temporria no especificadas anteriormente,Agropecuária
0113000,Cultivo de cana-de-acar,Agropecuária
0114800,Cultivo de fumo,Agropecuária
0115600,Cultivo de soja,Agropecuária
0116401,Cultivo de amendoim,Agropecuária
0116402,Cultivo de girassol,Agropecuária
0116403,Cultivo de mamona,Agropecuária
0116499,Cultivo de outras oleaginosas de lavoura temporria no especificadas anteriormente,Agropecuária
0119901,Cultivo de abacaxi,Agropecuária
0119902,Cultivo de alho,Agropecuária
0119903,Cultivo de batata-inglesa,Agropecuária
0119904,Cultivo de cebola,Agropecuária
0119905,Cultivo de feijo,Agropecuária
0119906,Cultivo de mandioca,Agropecuária
0119907,Cultivo de melo,Agropecuária
0119908,Cultivo de melancia,Agropecuária
0119909,Cultivo de tomate rasteiro,Agropecuária
0119999,Cultivo de outras plantas de lavoura temporria no especificadas anteriormente,Agropecuária
0121101,"Horticultura, exceto morango",Agropecuária
0121102,Cultivo de morango,Agropecuária
0122900,Cultivo de flores e plantas ornamentais,Agropecuária
0131800,Cultivo de laranja,Agropecuária
0132600,Cultivo de uva,Agropecuária
0133401,Cultivo de aa,Agropecuária
0133402,Cultivo de banana,Agropecuária
0133403,Cultivo de caju,Agropecuária
0133404,"Cultivo de ctricos, exceto laranja",Agropecuária
0133405,Cultivo de coco-da-baa,Agropecuária
0133406,Cultivo de guaran,Agropecuária
0133407,Cultivo de ma,Agropecuária
0133408,Cultivo de mamo,Agropecuária
0133409,Cultivo de maracuj,Agropecuária
0133410,Cultivo de manga,Agropecuária
0133411,Cultivo de pssego,Agropecuária
0133499,Cultivo de frutas de lavoura permanente no especificadas anteriormente,Agropecuária
0134200,Cultivo de caf,Agropecuária
0135100,Cultivo de cacau,Agropecuária
0139301,Cultivo de ch-da-ndia,Agropecuária
0139302,Cultivo de erva-mate,Agropecuária
0139303,Cultivo de pimenta-do-reino,Agropecuária
0139304,"Cultivo de plantas para condimento, exceto pimenta-do-reino",Agropecuária
0139305,Cultivo de dend,Agropecuária
0139306,Cultivo de seringueira,Agropecuária
0139399,Cultivo de outras plantas de lavoura permanente no especificadas anteriormente,Agropecuária
0141501,"Produo de sementes certificadas, exceto de forrageiras para pasto",Outros
0141502,Produo de sementes certificadas de forrageiras para formao de pasto,Outros
0142300,"Produo de mudas e outras formas de propagao vegetal, certificadas",Outros
0151201,Criao de bovinos para corte,Outros
0151202,Criao de bovinos para leite,Outros
0151203,"Criao de bovinos, exceto para corte e leite",Outros
0152101,Criao de bufalinos,Outros
0152102,Criao de eqinos,Outros
0152103,Criao de asininos e muares,Outros
0153901,Criao de caprinos,Outros
0153902,"Criao de ovinos, inclusive para produo de l",Outros
0154700,Criao de sunos,Outros
0155501,Criao de frangos para corte,Outros
0155502,Produo de pintos de um dia,Outros
0155503,"Criao de outros galinceos, exceto para corte",Outros
0155504,"Criao de aves, exceto galinceos",Outros
0155505,Produo de ovos,Outros
0159801,Apicultura,Agropecuária
0159802,Criao de animais de estimao,Outros
0159803,Criao de escarg,Outros
0159804,Criao de bicho-da-seda,Outros
0159899,Criao de outros animais no especificados anteriormente,Outros
0161001,Servio de pulverizao e controle de pragas agrcolas,Outros
0161002,Servio de poda de rvores para lavouras,Agropecuária
0161003,"Servio de preparao de terreno, cultivo e colheita",Agropecuária
0161099,Atividades de apoio  agricultura no especificadas anteriormente,Agropecuária
0162801,Servio de inseminao artificial em animais,Outros
0162802,Servio de tosquiamento de ovinos,Outros
0162803,Servio de manejo de animais,Outros
0162899,Atividades de apoio  pecuria no especificadas anteriormente,Serviços
0163600,Atividades de ps-colheita,Agropecuária
0170900,Caa e servios relacionados,Outros
0210101,Cultivo de eucalipto,Agropecuária
0210102,Cultivo de accia-negra,Agropecuária
0210103,Cultivo de pinus,Agropecuária
0210104,Cultivo de teca,Agropecuária
0210105,"Cultivo de espcies madeireiras, exceto eucalipto, accia-negra, pinus e teca",Agropecuária
0210106,Cultivo de mudas em viveiros florestais,Agropecuária
0210107,Extrao de madeira em florestas plantadas,Outros
0210108,Produo de carvo vegetal - florestas plantadas,Outros
0210109,Produo de casca de accia-negra - florestas plantadas,Outros
0210199,Produo de produtos no-madeireiros no especificados anteriormente em florestas plantadas,Outros
0220901,Extrao de madeira em florestas nativas,Outros
0220902,Produo de carvo vegetal - florestas nativas,Outros
0220903,Coleta de castanha-do-par em florestas nativas,Agropecuária
0220904,Coleta de ltex em florestas nativas,Outros
0220905,Coleta de palmito em florestas nativas,Agropecuária
0220906,Conservao de florestas nativas,Outros
0220999,Coleta de produtos no-madeireiros no especificados anteriormente em florestas nativas,Outros
0230600,Atividades de apoio  produo florestal,Agropecuária
0311601,Pesca de peixes em gua salgada,Agropecuária
0311602,Pesca de crustceos e moluscos em gua salgada,Agropecuária
0311603,Coleta de outros produtos marinhos,Outros
0311604,Atividades de apoio  pesca em gua salgada,Agropecuária
0312401,Pesca de peixes em gua doce,Agropecuária
0312402,Pesca de crustceos e moluscos em gua doce,Agropecuária
0312403,Coleta de outros produtos aquticos de gua doce,Saúde
0312404,Atividades de apoio  pesca em gua doce,Agropecuária
0321301,Criao de peixes em gua salgada e salobra,Construção
0321302,Criao de camares em gua salgada e salobra,Construção
0321303,Criao de ostras e mexilhes em gua salgada e salobra,Construção
0321304,Criao de peixes ornamentais em gua salgada e salobra,Construção
0321305,Atividades de apoio  aqicultura em gua salgada e salobra,Construção
0321399,Cultivos e semicultivos da aqicultura em gua salgada e salobra no especificados anteriormente,Agropecuária
0322101,Criao de peixes em gua doce,Outros
0322102,Criao de camares em gua doce,Outros
0322103,Criao de ostras e mexilhes em gua doce,Outros
0322104,Criao de peixes ornamentais em gua doce,Outros
0322105,Ranicultura,Outros
0322106,Criao de jacar,Outros
0322107,Atividades de apoio  aqicultura em gua doce,Serviços
0322199,Cultivos e semicultivos da aqicultura em gua doce no especificados anteriormente,Agropecuária
0500301,Extrao de carvo mineral,Outros
0500302,Beneficiamento de carvo mineral,Indústria
0600001,Extrao de petrleo e gs natural,Outros
0600002,Extrao e beneficiamento de xisto,Indústria
0600003,Extrao e beneficiamento de areias betuminosas,Indústria
0710301,Extrao de minrio de ferro,Outros
0710302,"Pelotizao, sinterizao e outros beneficiamentos de minrio de ferro",Indústria
0721901,Extrao de minrio de alumnio,Outros
0721902,Beneficiamento de minrio de alumnio,Indústria
0722701,Extrao de minrio de estanho,Outros
0722702,Beneficiamento de minrio de estanho,Indústria
0723501,Extrao de minrio de mangans,Outros
0723502,Beneficiamento de minrio de mangans,Indústria
0724301,Extrao de minrio de metais preciosos,Outros
0724302,Beneficiamento de minrio de metais preciosos,Indústria
0725100,Extrao de minerais radioativos,Outros
0729401,Extrao de minrios de nibio e titnio,Outros
0729402,Extrao de minrio de tungstnio,Outros
0729403,Extrao de minrio de nquel,Outros
0729404,"Extrao de minrios de cobre, chumbo, zinco e outros minerais metlicos no-ferrosos no especificados anteriormente",Outros
0729405,"Beneficiamento de minrios de cobre, chumbo, zinco e outros minerais metlicos no-ferrosos no especificados anteriormente",Indústria
0810001,Extrao de ardsia e beneficiamento associado,Indústria
0810002,Extrao de granito e beneficiamento associado,Indústria
0810003,Extrao de mrmore e beneficiamento associado,Indústria
0810004,Extrao de calcrio e dolomita e beneficiamento associado,Indústria
0810005,Extrao de gesso e caulim,Outros
0810006,"Extrao de areia, cascalho ou pedregulho e beneficiamento associado",Indústria
0810007,Extrao de argila e beneficiamento associado,Indústria
0810008,Extrao de saibro e beneficiamento associado,Indústria
0810009,Extrao de basalto e beneficiamento associado,Indústria
0810010,Beneficiamento de gesso e caulim associado  extrao,Indústria
0810099,Extrao e britamento de pedras e outros materiais para construo e beneficiamento associado,Indústria
0891600,"Extrao de minerais para fabricao de adubos, fertilizantes e outros produtos qumicos",Outros
0892401,Extrao de sal marinho,Outros
0892402,Extrao de sal-gema,Outros
0892403,Refino e outros tratamentos do sal,Indústria
0893200,Extrao de gemas (pedras preciosas e semipreciosas),Indústria
0899101,Extrao de grafita,Outros
0899102,Extrao de quartzo,Outros
0899103,Extrao de amianto,Outros
0899199,Extrao de outros minerais no-metlicos no especificados anteriormente,Outros
0910600,Atividades de apoio  extrao de petrleo e gs natural,Serviços
0990401,Atividades de apoio  extrao de minrio de ferro,Serviços
0990402,Atividades de apoio  extrao de minerais metlicos no-ferrosos,Serviços
0990403,Atividades de apoio  extrao de minerais no-metlicos,Serviços
1011201,Frigorfico - abate de bovinos,Outros
1011202,Frigorfico - abate de eqinos,Outros
1011203,Frigorfico - abate de ovinos e caprinos,Outros
1011204,Frigorfico - abate de bufalinos,Outros
1011205,Matadouro - abate de reses sob contrato - exceto abate de sunos,Outros
1012101,Abate de aves,Outros
1012102,Abate de pequenos animais,Outros
1012103,Frigorfico - abate de sunos,Outros
1012104,Matadouro - abate de sunos sob contrato,Outros
1013901,Fabricao de produtos de carne,Outros
1013902,Preparao de subprodutos do abate,Outros
1020101,"Preservao de peixes, crustceos e moluscos",Outros
1020102,"Fabricao de conservas de peixes, crustceos e moluscos",Outros
1031700,Fabricao de conservas de frutas,Outros
1032501,Fabricao de conservas de palmito,Outros
1032599,"Fabricao de conservas de legumes e outros vegetais, exceto palmito",Outros
1033301,"Fabricao de sucos concentrados de frutas, hortalias e legumes",Outros
1033302,"Fabricao de sucos de frutas, hortalias e legumes, exceto concentrados",Outros
1041400,"Fabricao de leos vegetais em bruto, exceto leo de milho",Outros
1042200,"Fabricao de leos vegetais refinados, exceto leo de milho",Outros
1043100,Fabricao de margarina e outras gorduras vegetais e de leos no-comestveis de animais,Outros
1051100,Preparao do leite,Outros
1052000,Fabricao de laticnios,Outros
1053800,Fabricao de sorvetes e outros gelados comestveis,Outros
1061901,Beneficiamento de arroz,Indústria
1061902,Fabricao de produtos do arroz,Outros
1062700,Moagem de trigo e fabricao de derivados,Indústria
1063500,Fabricao de farinha de mandioca e derivados,Outros
1064300,"Fabricao de farinha de milho e derivados, exceto leos de milho",Outros
1065101,Fabricao de amidos e fculas de vegetais,Outros
1065102,Fabricao de leo de milho em bruto,Outros
1065103,Fabricao de leo de milho refinado,Outros
1066000,Fabricao de alimentos para animais,Outros
1069400,Moagem e fabricao de produtos de origem vegetal no especificados anteriormente,Indústria
1071600,Fabricao de acar em bruto,Outros
1072401,Fabricao de acar de cana refinado,Outros
1072402,Fabricao de acar de cereais (dextrose) e de beterraba,Outros
1081301,Beneficiamento de caf,Indústria
1081302,Torrefao e moagem de caf,Indústria
1082100,Fabricao de produtos  base de caf,Outros
1091100,Fabricao de produtos de panificao,Outros
1091101,Fabricao de produtos de panificao industrial,Outros
1091102,Fabricao de produtos de padaria e confeitaria com predominncia de produo prpria,Alimentação
1092900,Fabricao de biscoitos e bolachas,Outros
1093701,Fabricao de produtos derivados do cacau e de chocolates,Outros
1093702,"Fabricao de frutas cristalizadas, balas e semelhantes",Outros
1094500,Fabricao de massas alimentcias,Outros
1095300,"Fabricao de especiarias, molhos, temperos e condimentos",Outros
1096100,Fabricao de alimentos e pratos prontos,Outros
1099601,Fabricao de vinagres,Outros
1099602,Fabricao de ps alimentcios,Outros
1099603,Fabricao de fermentos e leveduras,Outros
1099604,Fabricao de gelo comum,Outros
1099605,"Fabricao de produtos para infuso (ch, mate, etc.)",Outros
1099606,Fabricao de adoantes naturais e artificiais,Outros
1099607,Fabricao de alimentos dietticos e complementos alimentares,Outros
1099699,Fabricao de outros produtos alimentcios no especificados anteriormente,Outros
1111901,Fabricao de aguardente de cana-de-acar,Outros
1111902,Fabricao de outras aguardentes e bebidas destiladas,Outros
1112700,Fabricao de vinho,Outros
1113501,"Fabricao de malte, inclusive malte usque",Outros
1113502,Fabricao de cervejas e chopes,Outros
1121600,Fabricao de guas envasadas,Outros
1122401,Fabricao de refrigerantes,Outros
1122402,Fabricao de ch mate e outros chs prontos para consumo,Outros
1122403,"Fabricao de refrescos, xaropes e ps para refrescos, exceto refrescos de frutas",Outros
1122404,Fabricao de bebidas isotnicas,Outros
1122499,Fabricao de outras bebidas no-alcolicas no especificadas anteriormente,Outros
1210700,Processamento industrial do fumo,Indústria
1220401,Fabricao de cigarros,Outros
1220402,Fabricao de cigarrilhas e charutos,Outros
1220403,Fabricao de filtros para cigarros,Outros
1220499,"Fabricao de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos",Outros
1311100,Preparao e fiao de fibras de algodo,Outros
1312000,"Preparao e fiao de fibras txteis naturais, exceto algodo",Outros
1313800,Fiao de fibras artificiais e sintticas,Outros
1314600,Fabricao de linhas para costurar e bordar,Outros
1321900,Tecelagem de fios de algodo,Indústria
1322700,"Tecelagem de fios de fibras txteis naturais, exceto algodo",Indústria
1323500,Tecelagem de fios de fibras artificiais e sintticas,Indústria
1330800,Fabricao de tecidos de malha,Outros
1340501,"Estamparia e texturizao em fios, tecidos, artefatos txteis e peas do vesturio",Vestuário e Têxtil
1340502,"Alvejamento, tingimento e toro em fios, tecidos, artefatos txteis e peas do vesturio",Outros
1340599,"Outros servios de acabamento em fios, tecidos, artefatos txteis e peas do vesturio",Construção
1351100,Fabricao de artefatos txteis para uso domstico,Outros
1352900,Fabricao de artefatos de tapearia,Outros
1353700,Fabricao de artefatos de cordoaria,Outros
1354500,"Fabricao de tecidos especiais, inclusive artefatos",Outros
1359600,Fabricao de outros produtos txteis no especificados anteriormente,Outros
1411801,Confeco de roupas ntimas,Vestuário e Têxtil
1411802,Faco de roupas ntimas,Vestuário e Têxtil
1412601,"Confeco de peas de vesturio, exceto roupas ntimas e as confeccionadas sob medida",Vestuário e Têxtil
1412602,"Confeco, sob medida, de peas do vesturio, exceto roupas ntimas",Vestuário e Têxtil
1412603,"Faco de peas do vesturio, exceto roupas ntimas",Vestuário e Têxtil
1413401,"Confeco de roupas profissionais, exceto sob medida",Vestuário e Têxtil
1413402,"Confeco, sob medida, de roupas profissionais",Vestuário e Têxtil
1413403,Faco de roupas profissionais,Vestuário e Têxtil
1414200,"Fabricao de acessrios do vesturio, exceto para segurana e proteo",Outros
1421500,Fabricao de meias,Outros
1422300,"Fabricao de artigos do vesturio, produzidos em malharias e tricotagens, exceto meias",Vestuário e Têxtil
1510600,Curtimento e outras preparaes de couro,Outros
1521100,"Fabricao de artigos para viagem, bolsas e semelhantes de qualquer material",Outros
1529700,Fabricao de artefatos de couro no especificados anteriormente,Outros
1531901,Fabricao de calados de couro,Outros
1531902,Acabamento de calados de couro sob contrato,Construção
1532700,Fabricao de tnis de qualquer material,Outros
1533500,Fabricao de calados de material sinttico,Outros
1539400,Fabricao de calados de materiais no especificados anteriormente,Outros
1540800,"Fabricao de partes para calados, de qualquer material",Outros
1610201,Serrarias com desdobramento de madeira,Construção
1610202,Serrarias sem desdobramento de madeira,Construção
1610203,Serrarias com desdobramento de madeira em bruto,Construção
1610204,Serrarias sem desdobramento de madeira em bruto  -Resserragem,Construção
1610205,Servio de tratamento de madeira realizado sob contrato,Saúde
1621800,"Fabricao de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",Outros
1622601,Fabricao de casas de madeira pr-fabricadas,Outros
1622602,Fabricao de esquadrias de madeira e de peas de madeira para instalaes industriais e comerciais,Outros
1622699,Fabricao de outros artigos de carpintaria para construo,Construção
1623400,Fabricao de artefatos de tanoaria e de embalagens de madeira,Outros
1629301,"Fabricao de artefatos diversos de madeira, exceto mveis",Outros
1629302,"Fabricao de artefatos diversos de cortia, bambu, palha, vime e outros materiais tranados, exceto mveis",Outros
1710900,Fabricao de celulose e outras pastas para a fabricao de papel,Outros
1721400,Fabricao de papel,Outros
1722200,Fabricao de cartolina e papel-carto,Outros
1731100,Fabricao de embalagens de papel,Outros
1732000,Fabricao de embalagens de cartolina e papel-carto,Outros
1733800,Fabricao de chapas e de embalagens de papelo ondulado,Outros
1741901,Fabricao de formulrios contnuos,Outros
1741902,"Fabricao de produtos de papel, cartolina, papel carto e papelo ondulado para uso comercial e de escritrio, exceto formulrio contnuo",Outros
1742701,Fabricao de fraldas descartveis,Outros
1742702,Fabricao de absorventes higinicos,Outros
1742799,Fabricao de produtos de papel para uso domstico e higinico-sanitrio no especificados anteriormente,Outros
1749400,"Fabricao de produtos de pastas celulsicas, papel, cartolina, papel-carto e papelo ondulado no especificados anteriormente",Outros
1811301,Impresso de jornais,Outros
1811302,"Impresso de livros, revistas e outras publicaes peridicas",Outros
1812100,Impresso de material de segurana,Outros
1813001,Impresso de material para uso publicitrio,Outros
1813099,Impresso de material para outros usos,Outros
1821100,Servios de pr-impresso,Outros
1822900,Servios de acabamentos grficos,Construção
1822901,Servios de encadernao e plastificao,Outros
1822999,"Servios de acabamentos grficos, exceto encadernao e plastificao",Construção
1830001,Reproduo de som em qualquer suporte,Outros
1830002,Reproduo de vdeo em qualquer suporte,Outros
1830003,Reproduo de software em qualquer suporte,Tecnologia
1910100,Coquerias,Outros
1921700,Fabricao de produtos do refino de petrleo,Indústria
1922501,Formulao de combustveis,Outros
1922502,Rerrefino de leos lubrificantes,Indústria
1922599,"Fabricao de outros produtos derivados do petrleo, exceto produtos do refino",Indústria
1931400,Fabricao de lcool,Outros
1932200,"Fabricao de biocombustveis, exceto lcool",Outros
2011800,Fabricao de cloro e lcalis,Outros
2012600,Fabricao de intermedirios para fertilizantes,Outros
2013400,Fabricao de adubos e fertilizantes,Outros
2013401,Fabricao de adubos e fertilizantes organo-minerais,Outros
2013402,"Fabricao de adubos e fertilizantes, exceto organo-minerais",Outros
2014200,Fabricao de gases industriais,Outros
2019301,Elaborao de combustveis nucleares,Outros
2019399,Fabricao de outros produtos qumicos inorgnicos no especificados anteriormente,Outros
2021500,Fabricao de produtos petroqumicos bsicos,Outros
2022300,"Fabricao de intermedirios para plastificantes, resinas e fibras",Outros
2029100,Fabricao de produtos qumicos orgnicos no especificados anteriormente,Outros
2031200,Fabricao de resinas termoplsticas,Outros
2032100,Fabricao de resinas termofixas,Outros
2033900,Fabricao de elastmeros,Outros
2040100,Fabricao de fibras artificiais e sintticas,Outros
2051700,Fabricao de defensivos agrcolas,Outros
2052500,Fabricao de desinfestantes domissanitrios,Outros
2061400,Fabricao de sabes e detergentes sintticos,Outros
2062200,Fabricao de produtos de limpeza e polimento,Serviços
2063100,"Fabricao de cosmticos, produtos de perfumaria e de higiene pessoal",Outros
2071100,"Fabricao de tintas, vernizes, esmaltes e lacas",Outros
2072000,Fabricao de tintas de impresso,Outros
2073800,"Fabricao de impermeabilizantes, solventes e produtos afins",Outros
2091600,Fabricao de adesivos e selantes,Outros
2092401,"Fabricao de plvoras, explosivos e detonantes",Outros
2092402,Fabricao de artigos pirotcnicos,Outros
2092403,Fabricao de fsforos de segurana,Outros
2093200,Fabricao de aditivos de uso industrial,Outros
2094100,Fabricao de catalisadores,Outros
2099101,"Fabricao de chapas, filmes, papis e outros materiais e produtos qumicos para fotografia",Outros
2099199,Fabricao de outros produtos qumicos no especificados anteriormente,Outros
2110600,Fabricao de produtos farmoqumicos,Outros
2121101,Fabricao de medicamentos alopticos para uso humano,Outros
2121102,Fabricao de medicamentos homeopticos para uso humano,Outros
2121103,Fabricao de medicamentos fitoterpicos para uso humano,Outros
2122000,Fabricao de medicamentos para uso veterinrio,Outros
2123800,Fabricao de preparaes farmacuticas,Saúde
2211100,Fabricao de pneumticos e de cmaras-de-ar,Outros
2212900,Reforma de pneumticos usados,Construção
2219600,Fabricao de artefatos de borracha no especificados anteriormente,Outros
2221800,Fabricao de laminados planos e tubulares de material plstico,Outros
2222600,Fabricao de embalagens de material plstico,Outros
2223400,Fabricao de tubos e acessrios de material plstico para uso na construo,Outros
2229301,Fabricao de artefatos de material plstico para uso pessoal e domstico,Outros
2229302,Fabricao de artefatos de material plstico para usos industriais,Outros
2229303,"Fabricao de artefatos de material plstico para uso na construo, exceto tubos e acessrios",Outros
2229399,Fabricao de artefatos de material plstico para outros usos no especificados anteriormente,Outros
2311700,Fabricao de vidro plano e de segurana,Outros
2312500,Fabricao de embalagens de vidro,Outros
2319200,Fabricao de artigos de vidro,Outros
2320600,Fabricao de cimento,Outros
2330301,"Fabricao de estruturas pr-moldadas de concreto armado, em srie e sob encomenda",Outros
2330302,Fabricao de artefatos de cimento para uso na construo,Outros
2330303,Fabricao de artefatos de fibrocimento para uso na construo,Outros
2330304,Fabricao de casas pr-moldadas de concreto,Outros
2330305,Preparao de massa de concreto e argamassa para construo,Outros
2330399,"Fabricao de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",Outros
2341900,Fabricao de produtos cermicos refratrios,Outros
2342701,Fabricao de azulejos e pisos,Outros
2342702,"Fabricao de artefatos de cermica e barro cozido para uso na construo, exceto azulejos e pisos",Alimentação
2349401,Fabricao de material sanitrio de cermica,Outros
2349499,Fabricao de produtos cermicos no-refratrios no especificados anteriormente,Outros
2391501,"Britamento de pedras, exceto associado  extrao",Outros
2391502,"Aparelhamento de pedras para construo, exceto associado  extrao",Outros
2391503,"Aparelhamento de placas e execuo de trabalhos em mrmore, granito, ardsia e outras pedras",Outros
2392300,Fabricao de cal e gesso,Outros
2399101,"Decorao, lapidao, gravao, vitrificao e outros trabalhos em cermica, loua, vidro e cristal",Outros
2399102,Fabricao de abrasivos,Outros
2399199,Fabricao de outros produtos de minerais no-metlicos no especificados anteriormente,Outros
2411300,Produo de ferro-gusa,Outros
2412100,Produo de ferroligas,Outros
2421100,Produo de semi-acabados de ao,Outros
2422901,"Produo de laminados planos de ao ao carbono, revestidos ou no",Outros
2422902,Produo de laminados planos de aos especiais,Outros
2423701,Produo de tubos de ao sem costura,Outros
2423702,"Produo de laminados longos de ao, exceto tubos",Outros
2424501,Produo de arames de ao,Outros
2424502,"Produo de relaminados, trefilados e perfilados de ao, exceto arames",Outros
