codigo,descricao,segmento
7729202,"Aluguel de mveis, utenslios e aparelhos de uso domstico e pessoal; instrumentos musicais",Aluguel e Locação
7729203,Aluguel de material mdico,Aluguel e Locação
7729299,Aluguel de outros objetos pessoais e domsticos no especificados anteriormente,Aluguel e Locação
7731400,Aluguel de mquinas e equipamentos agrcolas sem operador,Aluguel e Locação
7732201,"Aluguel de mquinas e equipamentos para construo sem operador, exceto andaimes",Aluguel e Locação
7732202,Aluguel de andaimes,Aluguel e Locação
7733100,Aluguel de mquinas e equipamentos para escritrios,Aluguel e Locação
7739001,"Aluguel de mquinas e equipamentos para extrao de minrios e petrleo, sem operador",Aluguel e Locação
7739002,"Aluguel de equipamentos cientficos, mdicos e hospitalares, sem operador",Aluguel e Locação
7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporrio, exceto andaimes",Aluguel e Locação
7739099,"Aluguel de outras mquinas e equipamentos comerciais e industriais no especificados anteriormente, sem operador",Aluguel e Locação
7740300,Gesto de ativos intangveis no-financeiros,Outros
7810800,Seleo e agenciamento de mo-de-obra,Construção
7820500,Locao de mo-de-obra temporria,Construção
7830200,Fornecimento e gesto de recursos humanos para terceiros,Educação
7911200,Agncias de viagens,Outros
7912100,Operadores tursticos,Outros
7990200,Servios de reservas e outros servios de turismo no especificados anteriormente,Outros
8011101,Atividades de vigilncia e segurana privada,Outros
8011102,Servios de adestramento de ces de guarda,Outros
8012900,Atividades de transporte de valores,Transporte e Logística
8020000,Atividades de monitoramento de sistemas de segurana,Outros
8020001,Atividades de monitoramento de sistemas de segurana eletrnico,Outros
8020002,Outras atividades de servios de segurana,Outros
8030700,Atividades de investigao particular,Outros
8111700,"Servios combinados para apoio a edifcios, exceto condomnios prediais",Serviços
8112500,Condomnios prediais,Outros
8121400,Limpeza em prdios e em domiclios,Serviços
8122200,Imunizao e controle de pragas urbanas,Outros
8129000,Atividades de limpeza no especificadas anteriormente,Serviços
8130300,Atividades paisagsticas,Outros
8211300,Servios combinados de escritrio e apoio administrativo,Serviços
8219901,Fotocpias,Outros
8219999,Preparao de documentos e servios especializados de apoio administrativo no especificados anteriormente,Serviços
8220200,Atividades de teleatendimento,Outros
8230001,"Servios de organizao de feiras, congressos, exposies e festas",Outros
8230002,Casas de festas e eventos,Entretenimento e Cultura
8291100,Atividades de cobranas e informaes cadastrais,Construção
8292000,Envasamento e empacotamento sob contrato,Outros
8299701,"Medio de consumo de energia eltrica, gs e gua",Outros
8299702,"Emisso de vales-alimentao, vales-transporte e similares",Transporte e Logística
8299703,"Servios de gravao de carimbos, exceto confeco",Outros
8299704,Leiloeiros independentes,Outros
8299705,Servios de levantamento de fundos sob contrato,Outros
8299706,Casas lotricas,Outros
8299707,Salas de acesso  internet,Comunicação e Marketing
8299799,Outras atividades de servios prestados principalmente s empresas no especificadas anteriormente,Outros
8411600,Administrao pblica em geral,Outros
8412400,"Regulao das atividades de sade, educao, servios culturais e outros servios sociais",Outros
8413200,Regulao das atividades econmicas,Outros
8421300,Relaes exteriores,Outros
8422100,Defesa,Administração Pública
8423000,Justia,Outros
8424800,Segurana e ordem pblica,Outros
8425600,Defesa Civil,Administração Pública
8430200,Seguridade social obrigatria,Administração Pública
8511200,Educao infantil - creche,Educação
8512100,Educao infantil - pr-escola,Educação
8513900,Ensino fundamental,Educação
8520100,Ensino mdio,Educação
8531700,Educao superior - graduao,Outros
8532500,Educao superior - graduao e ps-graduao,Outros
8533300,Educao superior - ps-graduao e extenso,Outros
8541400,Educao profissional de nvel tcnico,Outros
8542200,Educao profissional de nvel tecnolgico,Outros
8550301,Administrao de caixas escolares,Educação
8550302,"Atividades de apoio  educao, exceto caixas escolares",Educação
8591100,Ensino de esportes,Educação
8592901,Ensino de dana,Educação
8592902,"Ensino de artes cnicas, exceto dana",Educação
8592903,Ensino de msica,Educação
8592999,Ensino de arte e cultura no especificado anteriormente,Educação
8593700,Ensino de idiomas,Educação
8599601,Formao de condutores,Outros
8599602,Cursos de pilotagem,Educação
8599603,Treinamento em informtica,Educação
8599604,Treinamento em desenvolvimento profissional e gerencial,Educação
8599605,Cursos preparatrios para concursos,Educação
8599699,Outras atividades de ensino no especificadas anteriormente,Educação
8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgncias",Saúde
8610102,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgncias,Saúde
8621601,UTI mvel,Saúde
8621602,"Servios mveis de atendimento a urgncias, exceto por UTI mvel",Saúde
8622400,"Servios de remoo de pacientes, exceto os servios mveis de atendimento a urgncias",Outros
8630501,Atividade mdica ambulatorial com recursos para realizao de procedimentos cirrgicos,Educação
8630502,Atividade mdica ambulatorial com recursos para realizao de exames complementares,Educação
8630503,Atividade mdica ambulatorial restrita a consultas,Outros
8630504,Atividade odontolgica,Outros
8630505,Atividade odontolgica sem recursos para realizao de procedimentos cirrgicos,Educação
8630506,Servios de vacinao e imunizao humana,Outros
8630507,Atividades de reproduo humana assistida,Outros
8630599,Atividades de ateno ambulatorial no especificadas anteriormente,Outros
8640201,Laboratrios de anatomia patolgica e citolgica,Outros
8640202,Laboratrios clnicos,Outros
8640203,Servios de dilise e nefrologia,Outros
8640204,Servios de tomografia,Outros
8640205,"Servios de diagnstico por imagem com uso de radiao ionizante, exceto tomografia",Outros
8640206,Servios de ressonncia magntica,Outros
8640207,"Servios de diagnstico por imagem sem uso de radiao ionizante, exceto ressonncia magntica",Outros
8640208,"Servios de diagnstico por registro grfico - ECG, EEG e outros exames anlogos",Outros
8640209,Servios de diagnstico por mtodos pticos - endoscopia e outros exames anlogos,Outros
8640210,Servios de quimioterapia,Saúde
8640211,Servios de radioterapia,Saúde
8640212,Servios de hemoterapia,Saúde
8640213,Servios de litotripcia,Outros
8640214,Servios de bancos de clulas e tecidos humanos,Financeiro
8640299,Atividades de servios de complementao diagnstica e teraputica no especificadas anteriormente,Saúde
8650001,Atividades de enfermagem,Outros
8650002,Atividades de profissionais da nutrio,Outros
8650003,Atividades de psicologia e psicanlise,Outros
8650004,Atividades de fisioterapia,Saúde
8650005,Atividades de terapia ocupacional,Saúde
8650006,Atividades de fonoaudiologia,Outros
8650007,Atividades de terapia de nutrio enteral e parenteral,Saúde
8650099,Atividades de profissionais da rea de sade no especificadas anteriormente,Outros
8660700,Atividades de apoio  gesto de sade,Serviços
8690901,Atividades de prticas integrativas e complementares em sade humana,Outros
8690902,Atividades de banco de leite humano,Financeiro
8690903,Atividades de acupuntura,Outros
8690904,Atividades de podologia,Outros
8690999,Outras atividades de ateno  sade humana no especificadas anteriormente,Outros
8711501,Clnicas e residncias geritricas,Outros
8711502,Instituies de longa permanncia para idosos,Outros
8711503,"Atividades de assistncia a deficientes fsicos, imunodeprimidos e convalescentes",Outros
8711504,Centros de apoio a pacientes com cncer e com AIDS,Serviços
8711505,Condomnios residenciais para idosos e deficientes fsicos,Outros
8712300,Atividades de fornecimento de infra-estrutura de apoio e assistncia a paciente no domiclio,Serviços
8720401,Atividades de centros de assistncia psicossocial,Outros
8720499,"Atividades de assistncia psicossocial e  sade a portadores de distrbios psquicos, deficincia mental e dependncia qumica e grupos similares no",Outros
8730101,Orfanatos,Assistência Social
8730102,Albergues assistenciais,Turismo e Hotelaria
8730199,Atividades de assistncia social prestadas em residncias coletivas e particulares no especificadas anteriormente,Outros
8800600,Servios de assistncia social sem alojamento,Comércio
8888888,Atividade Econnica no informada,Outros
9001901,Produo teatral,Outros
9001902,Produo musical,Entretenimento e Cultura
9001903,Produo de espetculos de dana,Outros
9001904,"Produo de espetculos circenses, de marionetes e similares",Outros
9001905,"Produo de espetculos de rodeios, vaquejadas e similares",Outros
9001906,Atividades de sonorizao e de iluminao,Outros
9001999,"Artes cnicas, espetculos e atividades complementares no especificadas anteriormente",Outros
9002701,"Atividades de artistas plsticos, jornalistas independentes e escritores",Outros
9002702,Restaurao de obras-de-arte,Construção
9003500,"Gesto de espaos para artes cnicas, espetculos e outras atividades artsticas",Beleza e Estética
9101500,Atividades de bibliotecas e arquivos,Outros
9102301,Atividades de museus e de explorao de lugares e prdios histricos e atraes similares,Outros
9102302,Restaurao e conservao de lugares e prdios histricos,Outros
9103100,"Atividades de jardins botnicos, zoolgicos, parques nacionais, reservas ecolgicas e reas de proteo ambiental",Outros
9200301,Casas de bingo,Outros
9200302,Explorao de apostas em corridas de cavalos,Entretenimento e Cultura
9200399,Explorao de jogos de azar e apostas no especificados anteriormente,Entretenimento e Cultura
9311500,Gesto de instalaes de esportes,Outros
9312300,"Clubes sociais, esportivos e similares",Outros
9313100,Atividades de condicionamento fsico,Outros
9319101,Produo e promoo de eventos esportivos,Entretenimento e Cultura
9319199,Outras atividades esportivas no especificadas anteriormente,Outros
9321200,Parques de diverso e parques temticos,Outros
9329801,"Discotecas, danceterias, sales de dana e similares",Outros
9329802,Explorao de boliches,Outros
9329803,"Explorao de jogos de sinuca, bilhar e similares",Entretenimento e Cultura
9329804,Explorao de jogos eletrnicos recreativos,Entretenimento e Cultura
9329899,Outras atividades de recreao e lazer no especificadas anteriormente,Outros
9411100,Atividades de organizaes associativas patronais e empresariais,Outros
9412000,Atividades de organizaes associativas profissionais,Outros
9412001,Atividades de fiscalizao profissional,Outros
9412099,Outras atividades associativas profissionais,Outros
9420100,Atividades de organizaes sindicais,Outros
9430800,Atividades de associaes de defesa de direitos sociais,Administração Pública
9491000,Atividades de organizaes religiosas ou filosficas,Organizações e Associações
9492800,Atividades de organizaes polticas,Outros
9493600,Atividades de organizaes associativas ligadas  cultura e  arte,Outros
9499500,Atividades associativas no especificadas anteriormente,Outros
9511800,Reparao e manuteno de computadores e de equipamentos perifricos,Outros
9512600,Reparao e manuteno de equipamentos de comunicao,Outros
9521500,Reparao e manuteno de equipamentos eletroeletrnicos de uso pessoal e domstico,Outros
9529101,"Reparao de calados, bolsas e artigos de viagem",Outros
9529102,Chaveiros,Outros
9529103,Reparao de relgios,Outros
9529104,"Reparao de bicicletas, triciclos e outros veculos no-motorizados",Outros
9529105,Reparao de artigos do mobilirio,Outros
9529106,Reparao de jias,Outros
9529199,Reparao e manuteno de outros objetos e equipamentos pessoais e domsticos no especificados anteriormente,Outros
9601701,Lavanderias,Outros
9601702,Tinturarias,Outros
9601703,Toalheiros,Outros
9602501,"Cabeleireiros, manicure e pedicure",Beleza e Estética
9602502,Atividades de esttica e outros servios de cuidados com a beleza,Outros
9603301,Gesto e manuteno de cemitrios,Outros
9603302,Servios de cremao,Outros
9603303,Servios de sepultamento,Outros
9603304,Servios de funerrias,Outros
9603305,Servios de somatoconservao,Outros
9603399,Atividades funerrias e servios relacionados no especificados anteriormente,Outros
9609201,Clinicas de esttica e similares,Outros
9609202,Agncias matrimoniais,Outros
9609203,"Alojamento, higiene e embelezamento de animais",Comércio
